id,Timestamp,city,country,gender,age,educstat,digitools,bestproject,industry,careerstg,worksame,workcity,salary,typework,sitework,datarole,restofrole,sizeteam,ingestion,transform,warehs,orchest,busint,reversetl,dataqual,datacatalog,cloudplat,noncloudplat,generaltools,whatused,useai,hostedntbk,hardware,depwebsite,depwebres,otherfb,spneeds,volunteer,comms,successmethod,employertype
2024296,45563.59653,"Sta. Rosa, Laguna",Philippines,Female,22,College degree,"Coursera, Khan Academy, Udemy, Youtube bootcamp","I just recently graduated last July 2024 with a Bachelor of Science in Statistics. My academic projects include data analysis. One of our group research projects won 3rd place in the Best Undergraduate Student Paper Award 20204 in UP School of Statistics. In this project, we analyzed data using spatial analysis where we built a model to help private and public sectors in predicting/determining potential locations of (alternative) learning spaces (e.g., coffee shops or public libraries) in Lipa City, Batangas.","IT, BPO, and Business Services",Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord",,Chatgpt,,laptop,"No, I just found out now.",,"Amagi Academy: Tech Courses and Communities, Data Analytics Philippines, Datasense Philippines, FTW Foundation, Manila Artificial Intelligence & Deep Learning, PyData Philippines","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Joint initiative with other groups, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives",,,Local employer
2024297,45563.59653,"Davao City, Philippines",Philippines,Female,18,College degree,Not currently using any digital tools for learning,I haven't started any project yet.,,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google Drive, Google Meet","R, Java",,,laptop,"No, I just found out now.","No, I just browsed through.",DEVCON Philippines,Upskill / Skill acquisition,Answer surveys,,,
2024302,45563.60903,"Rizal, Philippines",Philippines,Male,41,College degree,"LinkedIn Learning, Youtube bootcamp",Excel data extraction automation using power query.,"IT, BPO, and Business Services",Career shifter,Work city different from residence,Quezon City,"45,001 to 55, 000",Full-time,Hybrid,Data Analyst,Data Analyst,6 to 10,None,Excel Power Query,None,None,Power BI,None,None,None,None,None,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet","DAX (Power BI), M language (Power Query)",None,None,desktop,"No, I just found out now.","No, I just browsed through.","Data Analytics Philippines, Datasense Philippines, DevOps Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Regularly post content",,Jobstreet ,Local employer
2024305,45563.62153,"Taguig, Philippines",Philippines,Male,22,College degree,"Brilliant, Datacamp, Khan Academy, LeetCode",Analyzing Three Decades of Power Generation ??? A Comprehensive Study from 1990 to 2020 Using R,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,,,,,laptop,"No, I just found out now.","No, I just browsed through.","DataScience.PH, Datasense Philippines, Python Philippines, R User Group - Philippines","Continued learning, Upskill / Skill acquisition","Answer surveys, Connect with sponsors, Coordinate during events, Co-training/ Training, Volunteer for group initiatives",nothing as of the moment,,
2024308,45563.62986,"Cotabato City, Philippines",Philippines,Male,22,Secondary school student,"Not currently using any digital tools for learning, W3Schools, Youtube bootcamp",I did some data cleaning on SQL with the video games dataset.,"IT, BPO, and Business Services",Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive","Python, SQL","Chatgpt, Copilot, Gemini, Perplexity","Colab Notebooks, PythonAnywhere Jupyter Notebook",laptop,"No, I just found out now.","No, I just browsed through.","Data Analytics Philippines, Power BI Philippines UG","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups, Regularly post content, Co-training/ Training",,,
2024309,45563.63889,"Davao, Philippines",Philippines,Male,28,Other - specify,"Datacamp, edX, Freecodecamp, Udemy, W3Schools, Youtube bootcamp","Just simple problems from DataCamp, will learn more and those in future projects with DataCamp's guidance.","IT, BPO, and Business Services",Career shifter,Work city same as residence,"Davao, Philippines","25,001 to 35,000",Full-time,Mostly work from home/ fully remote,Data Analyst,Management,2 to 3,Don't know,None,None,None,Looker,None,None,None,None,PostgreSQL,"Google sheets, Excel, Google Drive, Clickup, Zoom, Google Meet","Javascript, Python, VBA",Chatgpt,None,desktop,"No, I just found out now.","No, I just browsed through.","Azure User Group Manila Meetup, Data Analytics Philippines, Data and Analytics Manila, DevOps Philippines, DEVCON Community Group, DEVCON Philippines, Eskwelabs Data Science Aral-Aral Group, Python Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition","Answer surveys, Connect with sponsors, Joint initiative with other groups",N/A,"LinkedIn, OnlineJobs.ph, Facebook groups",Multinational employer
2024311,45563.66111,"Malolos,Bulacan",Philippines,Male,23,College degree,Coursera,Good.,Shipping,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, MS Teams, Google Meet","DAX (Power BI), Javascript, SQL, VBA","Chatgpt, Copilot",,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",,,,None,,Multinational employer
2024312,45563.67569,"Cavite, Philippines",Philippines,Male,24,College degree,Not currently using any digital tools for learning,"I'm employed as SE working in data transformation. My best project last 6 months was I need to merge multiple files to have 1 main file using bash scripts. Files contains millions of data, and the final main file will be transform into an xml format using xslt.","IT, BPO, and Business Services",Professional,Work city different from residence,Para?Ïaque,"15,001 to 25,000",Full-time,Mostly work from home/ fully remote,Data Engineer,Software Engineer,6 to 10,,Xstl,,,,,,,Microsoft Azure,,"Excel, OneDrive, Zoom, MS Teams, Google Meet, Discord","Perl, Python",Chatgpt,"Colab Notebooks, Databricks Collaborative Notebooks",desktop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",,"Career advancement, Continued learning","Answer surveys, Coordinate during events, Joint initiative with other groups, Co-training/ Training, Volunteer for group initiatives",,"LinkedIn, Indeed",Local employer
2024317,45563.71111,"Leyte, Philippines",Philippines,Female,28,College degree,"HackerRank, Kaggle Online course, LeetCode, W3Schools","The best project I did in the last 6 months was the HR dashboard using tableau. It features the total number of employees by department, location, gender, education, age, performance and the employees average income according to education and gender. Moreover, with the use of the dashboard you'll be able to identify the average salary and age of the employees by job titles.",Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet, Slack, Discord","M language (Power Query), Python, SQL","Chatgpt, Copilot, Github copilot","Kaggle Notebooks, Colab Notebooks",laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Data Analytics Philippines, DataScience.PH, Eskwelabs Data Science Aral-Aral Group, FTW Foundation, Power Apps Pilipinas Community","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events","Regularly share valuable content, analyze group insights, and create subgroups or events to foster deeper engagement.",,
2024318,45563.71667,"Calamba, Laguna",Philippines,Male,24,College degree,Udemy,Preventive Maintenance System - for machine monitoring,"IT, BPO, and Business Services",Professional,Work city same as residence,"Calamba, Laguna","15,001 to 25,000",Full-time,100% onsite,Software Engineer,Software Engineer,2 to 3,SSIS,Pandas,SSMS,"Don't know, None",Power BI,Don't know,Don't know,,None,"Oracle Database, SSMS","Excel, OneDrive, MS Teams","Javascript, Python, SQL, VBA","Chatgpt, Gemini, Perplexity",,desktop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","AI Pilipinas, Robotic Process Automation (RPA) - Manila","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups",N/A,Indeed,Multinational employer
2024319,45563.71806,"Leyte, Philippines",Philippines,Female,28,College degree,"Coursera, Freecodecamp, HackerRank, Kaggle Online course, LeetCode, W3Schools","The best project that I did in the last 6 months was the HR Dashboard. It features the total number of hire and terminated employees, total number of employees according to department, job titles, location, gender, education, age, and performance. Moreover, using the dashboard, you'll be able to identify the average income of each employee according to education & gender and their average income based on their job title and age.",Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet, Slack, Discord","DAX (Power BI), Javascript, M language (Power Query), Python, SQL, Tableau","Chatgpt, Copilot, Gemini, Github copilot","Kaggle Notebooks, Colab Notebooks",laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Big Data Analytics PH, Community: SPARTA PH, Data Analytics Philippines, Datasense Philippines, FTW Foundation, Power Apps Pilipinas Community","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events, Co-training/ Training","Regularly share valuable content, analyze group insights, and create subgroups or events to foster deeper engagement.",,
2024321,45563.73125,"Quezon City, Philippines",Philippines,Male,20,College degree,"Freecodecamp, HackerRank, SoloLearn, W3Schools",None :<,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google Drive, Google Meet, Discord","Python, SQL","Chatgpt, Copilot",Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",Community: SPARTA PH,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Resource for specific topic",Be more active in online sessions,,Local employer
2024323,45563.74028,"Makati, Philippines",Philippines,Female,36,College degree,"Coursera, W3Schools",None,Not working,Career shifter,Work city same as residence,Not working,"15,000 and below",Freelance,Mostly work from home/ fully remote,Data Analyst,Data Analyst,1 - Just me,None,None,None,None,Power BI,None,None,None,None,None,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Monday.com, Asana, Trello, Zoom, MS Teams, Google Meet, Slack, Discord","Javascript, Python","Chatgpt, Gemini, Perplexity",None,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",DEVCON Community Group,Continued learning,Answer surveys,Pro active,My network  - people I know,None as of the moment
2024327,45563.77222,"Cebu City, Philippines",Philippines,Male,32,College degree,"AWS Cloud Certification, Cisco, Coursera, Freecodecamp",AWS App hosted in EC2 servers,"IT, BPO, and Business Services",Career shifter,Work city same as residence,Cebu City ,"35,001 to 45,000",Full-time,Mostly work from home/ fully remote,Developer,Software Engineer,2 to 3,None,None,None,None,None,None,None,None,Amazon Web Services (AWS),,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Trello, Zoom, MS Teams, Google Meet, Slack, Discord",,"Chatgpt, Claude, Copilot, Gemini, Perplexity, Amazon Q",Colab Notebooks,laptop,"No, I just found out now.","No, I just browsed through.",AI Pilipinas,"Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors",,"LinkedIn, Indeed",Local employer
